Age,Gender,self_employed,family_history,treatment,work_interfere,Company_work,wellness_program,seek_help,anonymity,mental_health_consequence,friends,Elders,obs_consequence
42,male,No,No,Yes,Sometimes,No,Don't know,No,Yes,Yes,Some of them,Some of them,Yes
33,Male,No,Yes,No,NA,Yes,Don't know,Don't know,Don't know,No,Yes,Yes,No
29,male,No,No,No,Sometimes,Yes,Yes,No,Don't know,Yes,No,No,No
43,M,No,Yes,No,Sometimes,No,No,Don't know,Don't know,Maybe,No,Some of them,No
29,Male,No,No,No,NA,Yes,Yes,Yes,Don't know,No,Some of them,Some of them,No
25,Male,No,No,No,NA,Yes,No,No,Yes,No,Yes,Yes,No
31,Male,No,Yes,No,Never,Yes,Don't know,Don't know,Don't know,No,Some of them,Yes,No
35,Female,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Maybe,Some of them,Yes,No
34,male,No,No,No,Often,Yes,No,Yes,Don't know,No,Some of them,Yes,No
43,Cis Male,No,No,Yes,Sometimes,Yes,No,Yes,Yes,Yes,Some of them,No,Yes
38,Male,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Yes,No,Some of them,No
26,Male,No,Yes,Yes,Sometimes,Yes,No,Yes,Yes,Maybe,Some of them,Some of them,Yes
38,Male,Yes,Yes,Yes,Rarely,No,No,No,Yes,Maybe,No,No,No
42,Male,No,No,Yes,Often,Yes,No,Don't know,Don't know,Yes,No,No,No
33,Male,No,Yes,Yes,NA,Yes,No,Don't know,Don't know,No,Yes,Yes,Yes
32,Male,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,Maybe,Some of them,Some of them,No
44,male,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Maybe,Some of them,Yes,No
28,Male,No,Yes,Yes,Rarely,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,No,No
40,Male,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Some of them,Some of them,Yes
31,F,No,Yes,Yes,Sometimes,Yes,No,Don't know,Yes,Maybe,Some of them,Yes,No
32,male,No,Yes,No,Sometimes,Yes,Yes,Yes,Don't know,Yes,Some of them,No,No
28,Male,No,Yes,Yes,Sometimes,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,No,No
39,Male,No,Yes,Yes,Often,Yes,No,No,Yes,Yes,Some of them,No,No
45,Male,No,No,No,NA,No,Yes,Yes,Don't know,No,Some of them,Some of them,No
43,Male,No,No,Yes,Rarely,Yes,Yes,Yes,Don't know,No,Yes,Yes,No
35,Male,No,No,Yes,Sometimes,Yes,Don't know,Yes,Don't know,Maybe,Some of them,Some of them,No
40,Male,No,Yes,Yes,Sometimes,Yes,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No
34,Male,No,No,Yes,Rarely,Yes,No,No,Yes,No,Yes,Yes,No
24,Male,No,Yes,Yes,Often,No,No,No,No,Yes,Some of them,Yes,Yes
61,male,Yes,No,Yes,Sometimes,Yes,No,No,Don't know,Yes,Some of them,Yes,Yes
36,Female ,No,Yes,Yes,Rarely,Yes,No,Don't know,Don't know,Yes,Some of them,No,No
38,Male,No,No,No,NA,Yes,No,No,Yes,Maybe,Some of them,Yes,No
33,male,No,Yes,Yes,Often,Yes,Yes,No,Yes,No,Some of them,Yes,No
30,male,No,Yes,No,Never,No,No,Don't know,Don't know,Yes,No,No,No
34,male,Yes,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,No,Yes,Some of them,No
26,Male,No,No,Yes,Rarely,Yes,Don't know,Don't know,Don't know,No,Some of them,Some of them,No
33,M,No,No,No,NA,Yes,Don't know,Don't know,Don't know,No,Some of them,Yes,No
32,Male,No,No,No,NA,Yes,No,No,Don't know,No,No,Yes,No
25,male,Yes,No,No,Sometimes,Yes,No,No,Yes,No,Some of them,Yes,No
35,male,Yes,No,Yes,Sometimes,No,No,No,Don't know,Yes,Yes,No,No
24,M,Yes,Yes,No,Often,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
55,male,No,No,Yes,Often,No,Yes,Yes,Don't know,Yes,No,Some of them,Yes
33,Male,Yes,Yes,Yes,Sometimes,Yes,No,No,No,Yes,Some of them,Some of them,Yes
26,Female,Yes,Yes,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
25,Male,No,No,No,Never,Yes,Don't know,Don't know,Don't know,No,Yes,Yes,No
45,Male,No,Yes,No,Rarely,No,No,No,Don't know,Maybe,Some of them,No,No
33,female,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Some of them,Yes,No
43,Male,No,No,No,Sometimes,Yes,No,No,Don't know,Yes,No,No,Yes
30,Male,Yes,No,Yes,Sometimes,Yes,No,No,No,Yes,No,No,Yes
40,Male,No,Yes,Yes,Rarely,Yes,No,Don't know,Don't know,No,Yes,Yes,No
49,Male,No,Yes,No,Never,Yes,Yes,Yes,Yes,No,Yes,Yes,No
29,Male,No,No,No,NA,Yes,No,No,Don't know,No,Some of them,Yes,No
26,male,No,No,No,NA,Yes,Don't know,Don't know,Don't know,No,Some of them,Some of them,No
38,cis male,No,No,No,Never,Yes,Yes,Yes,Yes,Maybe,Some of them,Some of them,Yes
27,Male,No,Yes,No,NA,No,Don't know,No,Yes,Maybe,No,Some of them,Yes
26,male,No,No,No,Never,Yes,No,No,No,Maybe,No,No,No
28,Male,No,Yes,Yes,Often,Yes,No,No,Don't know,Maybe,Yes,Yes,No
40,Male,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
37,Female,Yes,Yes,Yes,Rarely,Yes,No,No,Yes,Yes,Some of them,Some of them,Yes
34,female,No,Yes,Yes,Often,No,No,Yes,No,Yes,Some of them,No,No
28,male,No,Yes,Yes,Often,Yes,No,Don't know,Don't know,Maybe,Some of them,Some of them,No
27,Male,No,No,No,Never,Yes,Yes,No,Yes,No,Yes,Yes,No
29,Male,No,No,Yes,Sometimes,Yes,No,No,Don't know,No,Yes,Yes,No
39,Female,No,Yes,No,Rarely,Yes,No,No,Don't know,Yes,No,No,Yes
28,male,No,No,No,Often,Yes,No,No,No,Yes,No,No,No
23,Male,No,Yes,No,Sometimes,Yes,Yes,Yes,Yes,No,No,No,No
8,A little about you,Yes,Yes,Yes,Often,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
38,Male,No,No,No,NA,Yes,No,No,Yes,No,Some of them,Yes,No
19,Male,No,No,No,NA,Yes,No,Yes,Don't know,No,Yes,Yes,No
30,Female,No,Yes,Yes,Sometimes,Yes,Yes,Don't know,Yes,No,Some of them,No,No
28,male,Yes,No,No,NA,Yes,No,No,Yes,Maybe,No,No,No
20,Male,No,No,Yes,Sometimes,Yes,No,No,Don't know,Yes,No,No,No
35,Male,Yes,No,No,Sometimes,Yes,No,Don't know,Don't know,No,Some of them,Yes,No
39,male,No,No,Yes,Rarely,Yes,No,No,Yes,Maybe,Some of them,Yes,No
31,Female,No,Yes,No,Never,No,No,Don't know,Don't know,Yes,No,No,No
32,Male,No,No,No,Rarely,Yes,No,No,Don't know,Yes,No,No,No
27,Male,No,No,No,NA,Yes,No,No,Don't know,No,No,No,No
25,Male,No,Yes,Yes,Often,Yes,No,Don't know,Yes,No,Yes,Yes,No
42,male,No,Yes,Yes,Sometimes,Yes,No,Don't know,Don't know,Maybe,Some of them,Yes,No
34,male,No,Yes,Yes,Often,Yes,No,No,Yes,No,Yes,Yes,No
26,female,No,No,Yes,Sometimes,Yes,No,Don't know,Don't know,Maybe,Some of them,No,Yes
35,Male,No,Yes,Yes,Sometimes,Yes,No,No,Yes,Yes,Some of them,Some of them,Yes
34,Male,No,No,No,Never,Yes,No,Don't know,Don't know,Maybe,Yes,Yes,No
38,m,No,Yes,Yes,Sometimes,No,No,Yes,Yes,No,Yes,Yes,No
34,M,No,No,No,Sometimes,Yes,No,No,Don't know,Yes,Some of them,No,No
39,M,No,Yes,Yes,Sometimes,Yes,No,No,Yes,No,Some of them,Yes,No
44,F,No,No,No,NA,Yes,No,No,Don't know,Yes,No,No,No
40,male,No,No,No,NA,No,Yes,Yes,Yes,Maybe,No,Yes,No
33,female,Yes,No,No,Never,Yes,Don't know,Don't know,Yes,Maybe,No,Some of them,No
24,Female,No,Yes,No,Sometimes,No,No,Don't know,Don't know,Yes,Some of them,Some of them,Yes
38,Female,No,Yes,No,Sometimes,Yes,Don't know,Don't know,Don't know,No,Some of them,Yes,No
31,male,No,No,No,Sometimes,Yes,Yes,Yes,Yes,Yes,Some of them,Some of them,No
23,Male,No,No,No,NA,Yes,No,No,Yes,Maybe,Some of them,Yes,No
26,F,No,No,No,NA,Yes,No,No,Don't know,No,Yes,Yes,No
46,Female (trans),No,No,Yes,Often,No,Yes,Yes,Don't know,Yes,Some of them,Some of them,Yes
30,Male,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,No,No
25,Male,No,No,No,Rarely,Yes,No,No,Don't know,Yes,Some of them,Some of them,Yes
19,M,No,No,No,Never,Yes,No,No,Don't know,No,Some of them,Some of them,No
30,Female,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Maybe,Some of them,Some of them,Yes
32,m,No,No,No,Never,Yes,Yes,Yes,Don't know,No,Yes,Yes,No
32,Male,No,No,No,NA,Yes,No,No,Don't know,Maybe,No,No,No
37,Male,No,Yes,No,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
42,M,No,Yes,Yes,Sometimes,Yes,No,Don't know,Don't know,Maybe,Some of them,Some of them,No
25,female,No,No,No,Never,Yes,Yes,Yes,Don't know,Maybe,Some of them,Yes,No
19,Male,No,No,No,Sometimes,Yes,No,No,Don't know,No,Some of them,Yes,No
40,female,No,Yes,No,Never,Yes,Yes,No,Don't know,Yes,No,No,No
34,Male,No,No,No,NA,No,Yes,Don't know,Don't know,Maybe,Some of them,Yes,No
26,Male,No,Yes,No,NA,Yes,No,No,Don't know,No,Some of them,Yes,No
31,Male,No,Yes,Yes,Rarely,Yes,Don't know,Don't know,Yes,No,Yes,Yes,No
40,Male,No,Yes,No,Sometimes,No,Yes,Don't know,Don't know,Yes,Some of them,Some of them,No
31,Female,No,Yes,Yes,Often,Yes,No,No,No,Yes,No,No,Yes
36,M,No,No,No,Never,No,No,Don't know,Don't know,Yes,No,No,Yes
35,Male,No,Yes,No,Sometimes,Yes,No,No,Don't know,Maybe,No,Some of them,No
26,male,No,Yes,Yes,Sometimes,Yes,No,No,Yes,No,Yes,Yes,No
44,m,No,No,No,NA,No,Don't know,Don't know,Yes,Yes,Some of them,No,No
34,Female,No,No,No,Sometimes,Yes,No,No,Don't know,No,Some of them,Yes,No
35,Male,No,No,No,NA,Yes,No,No,Don't know,No,No,No,No
28,female,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Yes,Some of them,Some of them,No
33,Male,No,No,No,NA,Yes,Don't know,Yes,Yes,No,Some of them,Yes,No
40,M,No,Yes,Yes,Sometimes,Yes,No,Yes,Don't know,Yes,No,No,No
26,Male,No,No,Yes,Sometimes,Yes,No,No,Yes,Maybe,Some of them,No,No
29,f,No,No,Yes,Often,No,No,No,Don't know,Maybe,Some of them,No,Yes
26,Female,No,Yes,Yes,Sometimes,Yes,No,No,Yes,Maybe,Some of them,No,No
33,Malr,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,No,Some of them,Yes,No
28,Male,No,Yes,No,Sometimes,Yes,No,No,Don't know,No,Some of them,Some of them,Yes
41,Male,Yes,No,Yes,Often,No,Yes,Yes,Yes,No,Some of them,Some of them,Yes
39,Male,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
26,female,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,No,Some of them,Yes,Yes
23,Female,No,Yes,No,Sometimes,No,No,No,Don't know,Yes,No,Some of them,No
35,Male,No,Yes,Yes,Often,Yes,No,No,Yes,No,Some of them,Some of them,No
36,Male,No,No,No,Never,Yes,Don't know,Don't know,Don't know,No,Some of them,Some of them,No
42,M,No,No,No,Rarely,No,No,Don't know,Don't know,Maybe,Some of them,No,No
39,Male,No,Yes,Yes,Sometimes,Yes,No,Don't know,Yes,No,Some of them,Yes,No
27,Male,No,No,No,Never,Yes,No,Don't know,Don't know,Maybe,Some of them,Yes,No
33,male,Yes,No,No,Never,Yes,No,No,No,Maybe,Some of them,Yes,No
31,Male ,No,Yes,Yes,Often,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,No,No
28,Female,No,No,Yes,Rarely,Yes,Don't know,Yes,Yes,No,Some of them,Some of them,No
29,Female,No,No,Yes,Often,No,No,No,Don't know,No,Some of them,Yes,No
27,Male,No,No,Yes,Sometimes,Yes,No,No,Yes,Maybe,Some of them,No,No
44,M,Yes,No,No,Never,Yes,No,No,Yes,No,No,No,No
25,Male,No,No,Yes,Often,Yes,No,No,Don't know,Maybe,Some of them,No,No
24,male,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Yes,Yes,No
25,Male,No,Yes,Yes,Often,No,No,No,Yes,No,Some of them,Yes,Yes
34,M,No,No,No,Never,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,No
26,Male,No,No,No,Never,No,No,Don't know,Don't know,Maybe,No,Yes,No
48,Male,No,No,No,Never,No,Yes,Yes,Yes,Maybe,Some of them,Yes,No
34,Male,No,No,No,NA,Yes,No,No,Don't know,Yes,Some of them,No,No
39,Female,No,No,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
43,Male,No,No,No,Sometimes,Yes,No,Yes,Don't know,Maybe,No,No,No
41,M,No,No,No,Rarely,Yes,Yes,Yes,Don't know,Maybe,Some of them,No,Yes
25,Male,No,No,No,Never,No,No,No,Don't know,No,Some of them,Yes,No
31,m,No,No,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,No,No
40,Male,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
43,Male,Yes,Yes,Yes,Sometimes,Yes,No,Don't know,Don't know,Maybe,Some of them,Some of them,No
27,Female,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,Maybe,Yes,Some of them,Yes
37,female,No,Yes,Yes,Sometimes,Yes,No,Don't know,Don't know,Yes,No,No,No
32,male,Yes,No,Yes,Sometimes,Yes,No,No,Yes,Maybe,Some of them,Yes,No
25,Male,No,Yes,Yes,Often,Yes,No,No,Yes,Maybe,Yes,Yes,No
29,Male,No,Yes,Yes,Often,Yes,Don't know,Yes,Don't know,No,Yes,Yes,No
30,Female,No,Yes,Yes,Often,No,No,No,Don't know,Yes,No,No,No
34,female,No,Yes,Yes,Often,No,Yes,Don't know,Don't know,No,Some of them,Some of them,No
32,male,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Maybe,Some of them,Some of them,No
37,male,No,No,No,NA,Yes,No,No,Yes,No,Yes,Yes,No
41,male,No,No,Yes,Sometimes,Yes,No,No,Don't know,No,Yes,Yes,No
38,male,No,Yes,No,Never,No,Yes,Yes,Don't know,Yes,Some of them,No,No
32,Male,No,No,Yes,Sometimes,Yes,Yes,Don't know,Yes,No,Some of them,Yes,No
28,Female,No,Yes,Yes,Sometimes,Yes,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,No
11,male,Yes,No,No,Never,Yes,No,No,Yes,No,Some of them,Some of them,No
43,male,No,Yes,No,Never,No,No,Don't know,Don't know,Maybe,Some of them,Some of them,No
32,Male,No,Yes,Yes,Often,Yes,No,No,Don't know,Yes,Yes,Yes,No
25,M,No,No,Yes,Sometimes,Yes,Yes,Don't know,Yes,Yes,No,No,No
37,Male,No,No,Yes,Sometimes,Yes,No,Yes,Yes,No,No,Yes,No
36,male,Yes,No,Yes,Sometimes,No,No,No,No,No,No,No,Yes
24,Male,No,Yes,Yes,Rarely,Yes,No,No,Don't know,No,Yes,Yes,No
40,male,No,Yes,Yes,Sometimes,Yes,Yes,Don't know,Don't know,Maybe,Some of them,Some of them,Yes
29,Male,No,No,No,NA,No,Yes,Don't know,Yes,No,Some of them,Yes,No
43,Male,No,No,No,Never,Yes,No,Don't know,Don't know,No,Yes,Some of them,No
29,Male,No,No,No,NA,Yes,No,Yes,Don't know,Maybe,Some of them,Yes,No
26,Male,No,Yes,No,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,No,No
33,Female,Yes,Yes,Yes,Often,Yes,No,No,No,Yes,No,No,Yes
35,Female,No,Yes,No,Sometimes,Yes,No,No,Don't know,No,Yes,Some of them,No
45,M,No,No,No,Never,Yes,No,No,Don't know,Yes,Some of them,No,No
25,Male,No,No,Yes,Rarely,Yes,No,Don't know,Don't know,Maybe,No,Some of them,No
50,male,Yes,No,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
26,male,No,Yes,Yes,Rarely,Yes,Don't know,Don't know,Don't know,No,Yes,Yes,No
33,female,No,No,Yes,Often,Yes,Don't know,Don't know,Don't know,Yes,No,No,No
30,Male,No,No,No,Often,Yes,No,No,No,Maybe,Some of them,Some of them,No
33,male,No,Yes,Yes,Sometimes,Yes,No,Don't know,Yes,No,Some of them,Yes,No
29,M,No,No,Yes,Often,Yes,No,No,Yes,Maybe,Yes,Some of them,No
37,male,No,No,No,NA,Yes,No,No,Don't know,Maybe,Some of them,No,No
25,Male,No,Yes,Yes,Sometimes,Yes,Don't know,Don't know,Don't know,No,Yes,Yes,No
40,m,No,No,No,NA,No,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,No
24,Male,No,No,No,Sometimes,Yes,No,No,Yes,Maybe,No,No,Yes
40,Male,No,No,Yes,Never,Yes,No,Don't know,Don't know,Maybe,Yes,Some of them,No
46,Male,No,Yes,Yes,Sometimes,Yes,No,Don't know,Don't know,Yes,No,Some of them,No
38,Male,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,No,Yes,No
34,Male,No,No,No,Never,Yes,No,No,Don't know,Yes,No,No,No
32,Male,Yes,No,Yes,Rarely,Yes,Yes,Yes,Yes,No,Some of them,Yes,Yes
44,Male,No,No,Yes,Sometimes,No,No,Yes,Don't know,Maybe,Some of them,Some of them,No
33,Female,No,No,Yes,Never,Yes,No,Don't know,Don't know,Maybe,Some of them,Some of them,No
45,female,No,No,Yes,Rarely,No,Don't know,Don't know,Don't know,No,Some of them,Some of them,No
35,Male,No,No,No,NA,Yes,Don't know,Don't know,Yes,No,No,No,No
26,Male,Yes,Yes,Yes,Often,Yes,No,No,Don't know,Maybe,Yes,Yes,Yes
20,female,No,No,Yes,Sometimes,Yes,Don't know,Don't know,Don't know,No,Some of them,Some of them,No
-1,p,Yes,Yes,Yes,Often,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
37,Male,No,Yes,No,Sometimes,Yes,No,No,Yes,Maybe,Some of them,Yes,No
28,male,No,No,No,NA,No,No,No,Yes,Maybe,No,No,No
42,F,No,Yes,Yes,Sometimes,No,No,No,Don't know,Yes,Some of them,Some of them,No
32,male,No,No,No,NA,Yes,No,No,Don't know,Maybe,No,No,Yes
36,F,No,Yes,Yes,Rarely,Yes,No,No,Yes,Maybe,Some of them,No,No
27,M,No,No,No,Rarely,Yes,No,Yes,No,Yes,No,No,Yes
27,M,No,No,No,Rarely,Yes,No,Yes,No,Yes,No,No,Yes
27,Male,No,No,Yes,Sometimes,No,No,No,Yes,Maybe,Yes,Yes,No
25,Male,No,Yes,Yes,Sometimes,Yes,No,No,Yes,No,Some of them,Yes,No
41,M,No,Yes,No,NA,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
23,Male,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Maybe,No,No,No
21,Male,No,No,Yes,Sometimes,No,No,Don't know,Don't know,Maybe,Some of them,No,No
26,Male,No,No,Yes,Often,Yes,No,No,Yes,No,Yes,Yes,No
29,Male,No,No,No,Rarely,Yes,Don't know,Don't know,Don't know,Maybe,No,No,Yes
28,male,No,No,No,Sometimes,No,No,No,Don't know,Yes,No,No,Yes
27,female,No,Yes,No,NA,No,No,No,Yes,Maybe,No,No,No
23,Male,No,No,No,Never,No,Yes,Yes,Yes,No,Yes,Yes,No
26,F,No,Yes,No,Sometimes,Yes,No,No,Don't know,Maybe,No,No,No
38,Male,No,Yes,Yes,Sometimes,Yes,Don't know,Don't know,Don't know,No,Some of them,Yes,No
39,M,No,Yes,Yes,Sometimes,No,No,No,Yes,Maybe,Some of them,Yes,No
35,M,No,Yes,Yes,Often,No,No,Yes,Don't know,Yes,No,Some of them,No
32,male,No,No,No,Rarely,Yes,No,Don't know,Don't know,Maybe,No,Some of them,No
32,Male,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Maybe,Some of them,Some of them,Yes
26,Male,No,No,No,Never,Yes,No,No,Don't know,Yes,Some of them,No,No
38,Male,No,Yes,Yes,Rarely,Yes,No,Don't know,Don't know,No,Yes,Yes,No
34,Female,No,Yes,No,Rarely,No,Yes,Yes,Yes,No,Some of them,Yes,No
39,Male,No,Yes,Yes,Often,No,No,No,Don't know,Yes,Some of them,Some of them,No
32,male,Yes,No,No,Never,Yes,No,No,Don't know,No,Yes,Yes,No
37,Male,Yes,No,No,Never,Yes,Don't know,Don't know,Don't know,Yes,Some of them,Some of them,No
31,male,No,Yes,Yes,Never,Yes,No,Don't know,Don't know,No,Some of them,Some of them,No
30,m,No,Yes,Yes,Rarely,Yes,No,No,Don't know,No,No,No,No
51,M,No,No,No,Never,Yes,No,Don't know,Don't know,Yes,No,No,No
29,M,No,No,Yes,Sometimes,Yes,No,No,Don't know,Yes,Some of them,Some of them,No
31,Male,No,No,No,Never,Yes,No,Yes,Don't know,Maybe,Some of them,No,No
31,Male,No,No,No,NA,Yes,No,No,Don't know,Yes,No,No,No
26,Male,No,Yes,Yes,Sometimes,Yes,No,Don't know,Don't know,Maybe,Some of them,Some of them,No
46,Female,No,No,Yes,Often,No,No,No,Yes,Maybe,Some of them,Some of them,No
32,Male,No,Yes,No,Sometimes,Yes,Yes,Don't know,Don't know,Maybe,Yes,Yes,No
29,Male,No,Yes,Yes,Sometimes,No,Yes,Yes,Don't know,Maybe,Some of them,No,No
34,male,No,No,No,Never,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
26,Male,No,No,No,Often,Yes,No,No,No,Yes,No,No,No
32,Female,No,No,Yes,Sometimes,Yes,No,Don't know,Don't know,Maybe,Some of them,No,No
29,Male,No,No,No,NA,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
30,Male,No,No,No,NA,No,Yes,Yes,Don't know,Yes,No,No,No
40,F,No,Yes,Yes,Sometimes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
23,Male,No,No,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Yes,Yes,Yes
20,Male,No,No,No,Rarely,No,No,No,Don't know,Yes,Some of them,No,No
38,male,No,Yes,No,NA,Yes,No,No,Don't know,No,Some of them,Yes,Yes
26,Female,No,Yes,Yes,Rarely,Yes,No,No,Don't know,Maybe,No,No,No
29,Male,No,No,No,Never,Yes,No,Don't know,Don't know,No,Some of them,Yes,Yes
40,m,Yes,No,No,Sometimes,Yes,No,No,Don't know,No,Some of them,Some of them,No
25,female,No,No,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Yes,Some of them,No
32,Woman,No,No,Yes,Sometimes,Yes,No,No,Yes,Maybe,Some of them,No,No
38,male,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Maybe,Some of them,No,Yes
72,Female,No,Yes,Yes,Never,No,Don't know,Yes,Don't know,Maybe,Some of them,Yes,Yes
35,female,No,Yes,Yes,Sometimes,Yes,No,No,Yes,Maybe,Some of them,Some of them,No
28,F,No,No,Yes,Often,Yes,No,No,Don't know,Yes,Some of them,Some of them,No
27,femail,No,No,No,Never,No,Don't know,Don't know,Don't know,No,Some of them,Yes,No
56,female,Yes,No,No,Rarely,Yes,Don't know,Don't know,Don't know,Maybe,No,No,No
38,Male,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
31,Female,No,No,No,NA,Yes,No,No,Yes,Maybe,Some of them,Some of them,No
40,Male,No,Yes,Yes,Sometimes,Yes,No,No,Yes,Maybe,Some of them,No,No
44,M,No,Yes,Yes,Sometimes,Yes,No,Yes,Yes,Maybe,Some of them,Some of them,No
34,Male,No,Yes,No,Sometimes,Yes,Yes,Yes,Yes,Maybe,No,No,No
37,Male,No,No,No,Never,Yes,No,No,Don't know,No,Some of them,Yes,No
38,male,No,No,No,Never,Yes,Don't know,Don't know,Yes,No,Some of them,Yes,No
27,male,No,No,No,NA,Yes,No,No,Don't know,No,Some of them,Yes,No
34,female,No,No,Yes,Sometimes,No,Yes,No,Yes,Yes,Some of them,Some of them,No
35,Female,No,No,No,Rarely,Yes,No,No,No,Maybe,Some of them,No,No
34,male,No,No,Yes,Often,Yes,No,No,Don't know,Yes,Some of them,Yes,No
32,Male,No,No,Yes,Often,Yes,No,Don't know,Don't know,Yes,Some of them,No,No
25,male,No,No,No,NA,Yes,No,Don't know,Don't know,Maybe,Some of them,Yes,No
28,Male,No,No,Yes,Often,Yes,No,No,Don't know,Yes,No,No,No
28,Female,No,No,Yes,Rarely,Yes,No,No,Don't know,Yes,Some of them,No,Yes
31,Male,Yes,No,Yes,NA,Yes,No,No,No,No,Yes,Yes,No
24,Male,No,No,No,NA,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
34,Male,No,Yes,Yes,Never,Yes,No,No,Don't know,Maybe,Some of them,Yes,No
32,male,No,No,Yes,Sometimes,Yes,No,No,Don't know,No,Some of them,Yes,No
34,Male,No,Yes,No,Often,No,No,No,Don't know,Maybe,Some of them,Yes,No
23,Male,No,No,Yes,Sometimes,Yes,No,No,No,Maybe,Some of them,Yes,No
33,Male,No,Yes,No,Often,Yes,No,No,Don't know,No,Some of them,Yes,Yes
29,male,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Maybe,No,No,No
24,male,No,Yes,No,NA,Yes,No,No,Don't know,Maybe,No,No,No
45,male,No,No,No,Never,Yes,No,No,Don't know,Yes,Yes,Some of them,Yes
34,Female,No,No,Yes,Sometimes,No,No,Yes,Yes,Maybe,Some of them,Yes,Yes
31,Male,No,No,No,Sometimes,Yes,No,No,Don't know,Yes,Some of them,No,Yes
33,Male,No,No,Yes,Often,Yes,No,No,Yes,Maybe,Some of them,No,No
28,male,No,No,No,NA,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
27,Male,No,No,No,Rarely,No,No,Yes,Don't know,No,Some of them,Yes,No
42,male,No,No,No,Never,Yes,No,No,No,Yes,Some of them,Some of them,No
28,male,No,No,No,NA,Yes,No,No,Don't know,Maybe,Some of them,Some of them,No
38,Male,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
46,Male,No,Yes,Yes,Often,Yes,No,No,Don't know,Maybe,Some of them,No,No
46,male,No,Yes,Yes,Sometimes,Yes,Don't know,Don't know,Don't know,No,Some of them,Yes,No
41,female,Yes,No,Yes,Rarely,Yes,Don't know,Yes,No,No,Yes,Yes,No
23,Male ,No,No,No,Never,Yes,No,No,Don't know,Maybe,Some of them,Some of them,Yes
24,male,No,Yes,Yes,Sometimes,Yes,No,Yes,Don't know,Maybe,Some of them,No,Yes
23,female,No,No,Yes,Rarely,Yes,Yes,No,Don't know,No,Yes,Some of them,No
39,Male,No,No,No,NA,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No
32,Female,No,Yes,No,Never,Yes,Don't know,Yes,Yes,Maybe,Some of them,Some of them,No
25,Male,No,Yes,Yes,Sometimes,Yes,No,No,Don't know,Yes,Some of them,Some of them,No
39,Male,No,No,No,NA,Yes,No,No,Yes,Yes,No,No,No
23,Female,No,Yes,Yes,Sometimes,Yes,No,Yes,Yes,No,Yes,Yes,No
